medcodeid,observations,originalreadcode,cleansedreadcode,term,snomedctconceptid,snomedctdescriptionid,emiscodecategoryid,original,alcohol_variable_sc_2,alcohol_category_second_screen,conflict,Consensuscode,alcohol_variable_final,AUD_final
428491000006113,200,Ryu2,Ryu2.00,[X]Symptoms and signs involving the skin and subcutaneous tissue,404684003,2156578010,27,,not related to alcohol,,,,not related to alcohol,
1887051000006112,600,9Nu7,9Nu7.00,Withdrawal of consent for sharing end of life care coordination record,882941000000102,2276831000000116,37,1,not related to alcohol,not related to alcohol,,,not related to alcohol,
5738301000006116,90,^ESCTAB573830,,Ability to drink,288852001,428598015,31,1,not related to alcohol,,,,not related to alcohol,
391441000006113,20,U2086,U208600,[X]Int self pois oth/unsp drug/medic indust/construct area,271982007,407014015,32,,not related to alcohol,,,,not related to alcohol,
169463011,6000,13HL-4,13HL.14,Social withdrawal,105411000,169463011,17,1,not related to alcohol,,,,not related to alcohol,
1934791000006114,400,EMISNQSP54,,Speech and language therapy eating and drinking care plan,1934791000006105,1934791000006114,32,1,not related to alcohol,,,,not related to alcohol,
2116751000000111,300,J6707,J670700,Biliary acute pancreatitis,811431000000107,2116751000000111,32,1,not related to alcohol,,,,not related to alcohol,
331546017,200,TK21,TK21.00,Suicide and selfinflicted poisoning by other carbon monoxide,271982007,407014015,32,,not related to alcohol,,,,not related to alcohol,
461821000006111,1000,E292,E292.00,"Adjustment reaction, predominant disturbance other emotions",17226007,29122012,32,,not related to alcohol,,,,not related to alcohol,
404911000006113,90,Eu06y,Eu06y00,[X]Oth organ personality behav disorders brain dis dam dysf,111479008,178719012,32,,not related to alcohol,,,,not related to alcohol,
397961000006112,100,Eu131,Eu13100,[X]Mental and behav dis due to use seds/hypntcs: harmful use,91388009,151411015,32,,not related to alcohol,,,,not related to alcohol,
396901000006114,70,Lyu3A,Lyu3A00,"[X]Maternal care/known or suspected fetal problem,unspecifd",173300003,268308014,32,,not related to alcohol,not related to alcohol,,,not related to alcohol,
1937781000006119,10,EMISNQAD109,,Advice about bladder irritant food and drink,1937781000006103,1937781000006119,32,1,not related to alcohol,,,,not related to alcohol,
350686016,100,L4115,L411500,Genital varices in pregnancy,234058009,350686016,32,1,not related to alcohol,,,,not related to alcohol,
862771000006116,100,76094-99,7609499,Oesophageal varices injected,173621008,862771000006116,32,1,not related to alcohol,not usable,1,not related to alcohol,not related to alcohol,
2625741000006116,10,^ESCTIN262574,,Intoxication by drug,7895008,503965019,32,1,not related to alcohol,,,,not related to alcohol,
397441000006118,80,Eu14z,Eu14z00,[X]Ment & behav dis due use cocaine: unsp ment & behav dis,91388009,151411015,32,,not related to alcohol,,,,not related to alcohol,
397631000006114,100,Eu140,Eu14000,[X]Mental & behav dis due to use cocaine: acute intoxication,91388009,151411015,32,1,not related to alcohol,not related to alcohol,,,not related to alcohol,
4403381000006113,90,^ESCTVA440338,,Varices,128060009,2985973017,32,1,not related to alcohol,,,,not related to alcohol,
333983016,90,U170,U170.00,"[X]Contact with hot drinks, food, fats and cooking oils",418611001,2576850010,32,1,not related to alcohol,,,,not related to alcohol,
1693591000000115,300,156B,156B.00,H/O: withdrawal contraception method usage,763491000000105,1693591000000115,27,1,not related to alcohol,,,,not related to alcohol,
391801000006114,10,U20By,U20By00,[X]Int self poison other gas/vapour other spec place,271982007,407014015,32,,not related to alcohol,,,,not related to alcohol,
5738291000006117,20,^ESCTDR573829,,Drinking abilities,288851008,428597013,31,1,not related to alcohol,not related to alcohol,,,not related to alcohol,
4654571000006110,400,^ESCTDI465457,,Disorder of pregnancy,173300003,268309018,32,,not related to alcohol,not related to alcohol,,,not related to alcohol,
393921000006114,30,U207,U207.00,[X]Intentional self poisoning by and exposure to other autonomic drugs,271982007,407014015,32,,not related to alcohol,,,,not related to alcohol,
5738311000006118,300,^ESCTAB573831,,Able to drink,288853006,428599011,31,1,not related to alcohol,,,,not related to alcohol,
150398019,3000,E023,E023.00,Nicotine withdrawal,90755006,150398019,32,1,not related to alcohol,,,,not related to alcohol,
204521000006112,20,SP351,SP35100,Protein serum sickness,72284000,120107010,32,,not related to alcohol,,,,not related to alcohol,
404841000006119,500,Eu05,Eu05.00,[X]Oth mental disorder brain damag/dysfunction/physical disr,111479008,178719012,32,,not related to alcohol,,,,not related to alcohol,
98289011,300,J6704,J670400,Subacute pancreatitis,59154002,98289011,32,1,not related to alcohol,not usable,1,not related to alcohol,not related to alcohol,
353686015,20000,J6705,J670500,Gallstone acute pancreatitis,235941008,353686015,32,1,not related to alcohol,not usable,1,not related to alcohol,not related to alcohol,
217361000000114,20000,1282,1282.00,FH - Alcoholism,266890009,397685011,7,1,not usable,Other screening tool or questionnaire,1,not usable,not usable,
4943491000006113,200,^ESCTDR494349,,Drinking finding,225578007,338989015,31,1,not usable,not usable,,,not usable,
672121000006119,30,Q0071,Q007100,Fetus or neonate affected by placental or breast transfer of alcohol,268796000,402169011,32,1,not usable,not usable,,,not usable,
405461000000114,10000,66e0,66e0.00,Alcohol abuse monitoring,247721000000109,405461000000114,1,1,Alcohol management/treatment,AUD diagnosis,1,not usable,not usable,
1816471000006113,200,J670y,J670y00,Other acute pancreatitis,197456007,303630010,32,1,not usable,not usable,,,not usable,
360891000006111,90,U1A9z,U1A9z00,[X]Accid poison/expos to alcohol unspecif place,269765000,404332015,32,1,not usable,not usable,,,not usable,
2969641000006116,,^ESCTAL296964,,alcohol-related disorder,29212009,,,,AUD diagnosis,Chronic alcohol-related harm physical,1,not usable,not usable,
715911000006117,20,L2503,L250300,Maternal care for suspected central nervous system malformation in fetus,173300003,268308014,32,,not usable,not related to alcohol,1,not usable,not usable,
295251015,40000,E2500,E250000,"Nondependent alcohol abuse, unspecified",268645007,401797010,32,1,AUD diagnosis,Alcohol status,1,not usable,not usable,
669211000006118,3000,PK80,PK80.00,Fetal alcohol syndrome,205788004,315571015,32,1,not usable,not usable,,,not usable,
852401000006110,2000,EMISQRE13,,Ready to start reducing alcohol,852401000006106,852401000006110,17,1,not usable,Alcohol management/treatment,1,not usable,not usable,
295254011,900,E2503,E250300,Nondependent alcohol abuse in remission,191884001,295254011,32,1,AUD diagnosis,AUD diagnosis,,,not usable,
4977891000006117,200,^ESCTAL497789,,Alcohol drinking behaviour,228273003,1216142012,27,1,not usable,Alcohol status,1,not usable,not usable,
970401000006116,30,EMISNQMI149,,Misuse of mixture of Alcohol,970401000006100,970401000006116,17,1,not usable,AUD-related,1,not usable,not usable,
397881000006114,10000,Eu101,Eu10100,Alcohol abuse,15167005,25750014,32,1,AUD diagnosis,not usable,1,not usable,not usable,
380081000006115,400,U800,U800.00,Finding of alcohol in blood,274776000,410638011,32,1,not usable,not usable,,,not usable,
150964016,5000,G857,G857.00,Gastric varices,91109007,150964016,32,1,not usable,not usable,,,not usable,
380091000006117,,U801,U801.00,[x]eviden of alcohl involv blood alcohl level 20-39mg/100ml,441685000,,,,not usable,not usable,,,not usable,
4956021000006112,60,^ESCTDR495602,,Drink intake,226380009,340099010,31,1,not usable,not usable,,,not usable,
2388171000000111,100,13Wf,13Wf.00,Alcohol misuser in household,713071004,3287803012,17,1,not usable,Other screening tool or questionnaire,1,not usable,not usable,
1123241000006111,90,ALLERGY217,,Adverse reaction to Benzyl Alcohol,1123241000006107,1123241000006111,5,1,not usable,not usable,,,not usable,
1232941013,20,SM032,SM03200,Propyl alcohol causing toxic effect,6749002,1232941013,32,1,not usable,not usable,,,not usable,
4978371000006112,20,^ESCTPA497837,,Pattern of drinking,228308009,342359013,31,1,not usable,not usable,,,not usable,
1724531000000116,6000,8CAM0,8CAM000,Advised to abstain from alcohol consumption,704106009,3010632015,32,1,not usable,Alcohol management/treatment,1,not usable,not usable,
1123401000006110,90,ALLERGY356,,Adverse reaction to Cetostearyl Alcohol,1123401000006106,1123401000006110,5,1,not usable,not usable,,,not usable,
459715013,70,1D19,1D19.00,Pain in lymph nodes after alcohol consumption,315226008,459715013,27,1,not usable,Chronic alcohol-related harm physical,1,not usable,not usable,
1216060010,10000,G850,G850.00,Oesophageal varices with bleeding,17709002,1216060010,32,1,not usable,not usable,,,not usable,
2222181000000110,6000,136e,136e.00,Declines to state current alcohol consumption,858861000000101,2222181000000110,17,1,not usable,Alcohol status,1,not usable,not usable,
240741000006114,8000000,8CAM,8CAM.00,Education about alcohol consumption,281078001,2871969016,17,1,not usable,Alcohol management/treatment,1,not usable,not usable,
13021000000117,20,9EQ,9EQ..00,HO/RTS - police: venesection alcohol,16751000000101,13011000000111,37,1,not usable,not usable,,,not usable,
681741000000116,20000,9k19-1,9k19.11,Alcohol assessment declined,361731000000101,681741000000116,37,1,"AUDIT, AUDIT-C, FAST",Alcohol management/treatment,1,not usable,not usable,
4978731000006113,40,^ESCTAB497873,,Ability to control drinking,228338003,342392019,31,1,not usable,Alcohol management/treatment,1,not usable,not usable,
1134471000006115,40,ALLERGY1535,,Adverse reaction to Stearyl Alcohol,1134471000006104,1134471000006115,5,1,not usable,not usable,,,not usable,
342421016,2000,136b,136b.00,Feels should cut down drinking,228362008,342421016,17,1,AUD-related,Other screening tool or questionnaire,1,not usable,not usable,
4831771000006110,20,^ESCTFE483177,,Fetal or neonatal effect of maternal use of alcohol,205791004,2965782011,32,1,not usable,not usable,,,not usable,
478024019,2000,F25B,F25B.00,Alcohol-induced epilepsy,361268000,478024019,15,1,Chronic alcohol-related harm physical,Chronic alcohol-related harm- mental,1,not usable,not usable,
923621000006117,300,PC0077,,Health ed. - alcohol,923621000006101,923621000006117,42,1,not usable,not usable,,,not usable,
401797010,100000,E250,E250.00,Nondependent alcohol abuse,268645007,401797010,32,1,AUD diagnosis,Alcohol status,1,not usable,not usable,
4978971000006113,10,^ESCTPE497897,,Persistent effect of alcohol,228357007,342415015,31,1,not usable,not usable,,,not usable,
1895431000006119,40,EMISNQCH372,,Child witness to adult alcohol abuse,1895431000006103,1895431000006119,17,1,not usable,not usable,,,not usable,
380111000006114,,U803,U803.00,[x]eviden of alcohl involv blood alcohl level 60-79mg/100ml,441685000,,,,not usable,Acute alcohol-related harm,1,not usable,not usable,
411045017,40,1282-2,1282.12,Alcoholic offspring,275114006,411045017,7,1,not usable,not usable,,,not usable,
8460501000006118,40,^ESCTBR846050,,Breath alcohol concentration,1083791000000100,2715941000000114,3,1,not usable,Alcohol status,1,not usable,not usable,
3528891000006113,60,^ESCTAL352889,,Alcohol measurement,63267000,105170018,31,1,not usable,not usable,,,not usable,
1227802010,70,ZV704-1,ZV70411,[V]Medicolegal blood alcohol test,171408004,265595016,1,1,not usable,not usable,,,not usable,
361191000006110,60,U1A90,U1A9000,[X]Accident poison/exposure to alcohol at home,269765000,404332015,32,1,not usable,not usable,,,not usable,
4978601000006112,10,^ESCTDR497860,,Drinking day,228327003,342381015,31,1,not usable,AUD diagnosis,1,not usable,not usable,
250318017,70000,1368,1368.00,Alcohol consumption unknown,160580001,250318017,17,1,not usable,not usable,,,not usable,
3367991000006112,30,^ESCTAL336799,,Alcoholic beverage,53527002,89002016,31,1,not usable,AUD-related,1,not usable,not usable,
263572010,1000,63C7,63C7.00,Maternal alcohol abuse,169942003,263572010,16,1,not usable,AUD-related,1,not usable,not usable,
1225183017,100,SLH3,SLH3.00,Alcohol deterrent poisoning,27134008,1225183017,32,1,Alcohol management/treatment,not usable,1,not usable,not usable,
380001000006112,10,U812,U812.00,[X]Evid alcoh invol determ by level of intox sev alcoh intox,25702006,43081018,32,,not usable,AUD diagnosis,1,not usable,not usable,
1132101000006111,80,ALLERGY11070NEMIS,,Adverse reaction to Alcohol (90 %),1132101000006107,1132101000006111,5,1,not usable,not usable,,,not usable,
325596018,400,SyuG0,SyuG000,Toxic effect of alcohol,67426006,112060019,32,1,not usable,not usable,,,not usable,
7262671000006117,20,^ESCTME726267,,Measurement of alcohol in blood specimen,442321000,2818830018,32,1,not usable,Alcohol status,1,not usable,not usable,
983121000006115,1000,EMISNQMI185,,Misuse free - alcohol free,983121000006104,983121000006115,17,1,not usable,not usable,,,not usable,
325616013,200,SyuGJ,SyuGJ00,[X]Toxic effect of other specified substances,404684003,2156578010,27,,not usable,not usable,,,not usable,
1123421000006117,100,ALLERGY359,,Adverse reaction to Cetyl Alcohol,1123421000006101,1123421000006117,5,1,not usable,not usable,,,not usable,
4978751000006118,10,^ESCTAB497875,,Able to control drinking,228339006,342393012,31,1,Alcohol status,not usable,1,not usable,not usable,
303630010,200000,J670,J670.00,Acute pancreatitis,197456007,303630010,32,1,not usable,not usable,,,not usable,
213682015,1000,13L3-1,13L3.11,Alcoholic spouse,133939006,213682015,7,1,not usable,not usable,,,not usable,
380131000006115,,U80,U80..00,[x]evidence of alcohl involv determin by blood alcohl level,441685000,,,,not usable,not usable,,,not usable,
6865401000006110,90,^ESCTNE686540,,Neonatal abstinence syndrome,414819007,2968075017,32,,not usable,not usable,,,not usable,
936001000006111,900000,67H0,67H0.00,Advice relating to alcohol consumption,281078001,2575919017,17,1,not usable,Alcohol status,1,not usable,not usable,
1235465011,20,SM001,SM00100,Denatured alcohol causing toxic effect,89507002,1235465011,32,1,not usable,not usable,,,not usable,
317636014,,R103,R103.00,[d]alcohol blood level excessive,441685000,,,,not usable,Other screening tool or questionnaire,1,not usable,not usable,
380121000006118,,U804,U804.00,[x]eviden of alcohl involv blood alcohl level 80-99mg/100ml,442669008,,,,not usable,Acute alcohol-related harm,1,not usable,not usable,
117761000006116,4000,1369,1369.00,Denies alcohol abuse,413968004,2534341013,17,1,not usable,not usable,1,not usable,not usable,
2934681000006118,,^ESCTPO293468,,poisoning caused by alcohol deterrent,27134008,,,,not usable,not usable,,,not usable,
2437261000000112,1000,8Cx02,8Cx0200,Family wellbeing discussion about alcohol,955731000000102,2437261000000112,32,1,not usable,not usable,,,not usable,
295255012,5000,E250z,E250z00,Nondependent alcohol abuse NOS,268645007,401797010,32,1,AUD diagnosis,Alcohol status,1,not usable,not usable,
1053741000006114,20,ALLERGY359NEMIS,,Adverse reaction to Isopropyl Alcohol,1053741000006105,1053741000006114,5,1,not usable,not usable,,,not usable,
6937411000006117,30,^ESCTET693741,,EtOH - Alcohol,419442005,2579708017,31,1,not usable,AUD-related,1,not usable,not usable,
1892141000006110,70,EMISNQCP65,,CPU risk factor (parent/carer) - alcohol abuse,1892141000006106,1892141000006110,37,1,not usable,Other screening tool or questionnaire,1,not usable,not usable,
2533386015,80,918b,918b.00,Carer of a person with alcohol misuse,413759008,2533386015,37,1,not usable,not usable,,,not usable,
3024501000006114,,^ESCTHA302450,,hangover effect,32553006,,,,not usable,Acute alcohol-related harm,1,not usable,not usable,
817981000006115,5000000,6792,6792.00,Health education - alcohol,408947007,2579616015,17,1,not usable,Alcohol management/treatment,1,not usable,not usable,
1957791000006115,1000,EMISNQRE532,,Reduced alcohol intake,1957791000006104,1957791000006115,17,1,not usable,Alcohol status,1,not usable,not usable,
1029611000006117,10,ALLERGY1338,,Adverse reaction to Polyvinyl Alcohol,1029611000006101,1029611000006117,5,1,not usable,not usable,,,not usable,
476421000006114,90000,6892,6892.00,Alcohol consumption screen,171208001,265301016,1,1,not usable,not usable,,,not usable,
350971000006112,40,U60H3-1,U60H311,[X] Adverse reaction to alcohol deterrents,292416003,432554017,5,1,not usable,not usable,,,not usable,
715941000006118,50,L51X,L51X.00,"Maternal care/known or suspected fetal problem,unspecifd",173300003,268308014,32,,not usable,not related to alcohol,1,not usable,not usable,
306615012,20,L2553,L255300,Maternal care for (suspected) damage to fetus from alcohol,173300003,268308014,32,1,not usable,not usable,,,not usable,
5689771000006115,40,^ESCTPE568977,,Persistent alcohol abuse,284591009,423307016,31,1,AUD diagnosis,not usable,1,not usable,not usable,
342361016,70,136Y,136Y.00,Drinks in morning to get rid of hangover,228310006,342361016,17,1,AUD-related,not usable,1,not usable,not usable,
2611501000000113,70,63CM,,Paternal alcohol abuse,722417007,3331933013,16,1,not usable,Other screening tool or questionnaire,1,not usable,not usable,
315571015,700,Q0071-1,Q007111,Fetal alcohol syndrome,205788004,315571015,32,1,not usable,not usable,,,not usable,
12703401000006113,2000,^ESCT1270340,,History of substance abuse,371422002,1210081015,17,,not related to alcohol,not usable,1,not usable,not usable,
328745016,20,T902,T902.00,Accidental poisoning by methyl alcohol,216640006,328745016,32,1,not usable,Acute alcohol-related harm,1,not usable,not usable,
1227747015,200,ZV615-1,ZV61511,[V]Alcoholism in family,293161000000103,514821000000111,7,1,not usable,Alcohol management/treatment,1,not usable,not usable,
1127851000000111,6000,4I91,4I91.00,Breath ethanol level,1820004,1127851000000111,20,,not usable,not usable,,,not usable,
5742061000006118,50,^ESCTFI574206,,Finding of frequency of drinking,289152009,428964016,31,1,not usable,not usable,,,not usable,
328752019,10,T903,T903.00,Accidental poisoning by isopropyl alcohol,216645001,328752019,32,1,not usable,not usable,,,not usable,
303465017,20000,J61z,J61z.00,Chronic liver disease,328383001,467154010,32,,not usable,not usable,,,not usable,
299081000000114,70000,136T,136T.00,Harmful alcohol use,198431000000105,299081000000114,17,1,AUD diagnosis,Alcohol status,1,not usable,not usable,
2368191000000112,50,13Ho0,13Ho000,Witness to adult alcohol misuse,713054000,3287853018,17,1,not usable,not usable,,,not usable,
6769921000006111,20000,^ESCTAL676992,,Alcohol abuse prevention education,408947007,2470785017,17,1,not usable,Alcohol management/treatment,1,not usable,not usable,
970411000006118,1000,EMISNQMI150,,Misuse of Alcohol unspecified,970411000006102,970411000006118,17,1,not usable,not usable,,,not usable,
460415019,2000,ZV1A0,ZV1A000,Family history of alcoholism,266890009,397686012,7,1,not usable,Alcohol management/treatment,1,not usable,not usable,
2998891000006117,10000,^ESCTDR299889,,Drinking,30953006,51828014,31,1,not usable,,,,not usable,
295252010,3000,E2501,E250100,"Nondependent alcohol abuse, continuous",191882002,295252010,32,1,AUD diagnosis,Alcohol status,1,not usable,not usable,
1129161000006118,2000,ALLERGY83,,Adverse reaction to Alcohol,1129161000006102,1129161000006118,5,1,not usable,not usable,,,not usable,
851481000006113,400,EMISQOT3,,Other alcohol related information,851481000006109,851481000006113,17,1,not usable,not usable,,,not usable,
461531019,200000,ZVz,ZVz..00,[V]Unspecified reasons for encounter,404684003,2156578010,27,,not usable,not usable,,,not usable,
1136131000006116,,ALLERGY22084NEMIS,,adverse reaction to *alcohol,1136131000006100,,,,not usable,not usable,,,not usable,
380061000006113,,U806,U806.00,[x]eviden of alcoh involv blood alcoh level 120-199mg/100ml,442669008,,,,not usable,Acute alcohol-related harm,1,not usable,not usable,
411046016,2000,1282-1,1282.11,Alcoholic in the family,275115007,411046016,7,1,not usable,not usable,,,not usable,
882531000006110,5000,E250-99,E250.99,Non-dependent abuse of alcohol,268645007,882531000006110,32,1,AUD diagnosis,AUD-related,1,not usable,not usable,
1792751000000118,10,67K6,67K6.00,"Cycle of change stage, alcohol",801811000000100,1792751000000118,17,1,AUD-related,Alcohol management/treatment,1,not usable,not usable,
13917441000006115,20,^ESCT1391744,,Alcohol abuse by mother,789612004,3790230016,16,1,not usable,not usable,,,not usable,
1142591000006112,30,ALLERGY905,,Adverse reaction to Isopropyl Alcohol,1142591000006108,1142591000006112,5,1,not usable,not usable,,,not usable,
8066881000006119,1000,^ESCTDI806688,,Discussion about maternal wellbeing - alcohol,206301000000105,317371000000112,31,1,not usable,not usable,,,not usable,
6937391000006117,10,^ESCTET693739,,Ethanol,419442005,2579710015,31,,not usable,not usable,,,not usable,
283028013,100000,8CE1,8CE1.00,Alcohol leaflet given,183098002,283028013,32,1,not usable,Alcohol management/treatment,1,not usable,not usable,
3024491000006118,80,^ESCTHA302449,,Hangover,32553006,54361013,32,1,not usable,not usable,,,not usable,
254305017,7000,2577,2577.00,O/E - breath - alcohol smell,163184002,254305017,27,1,not usable,Acute alcohol-related harm,1,not usable,not usable,
6881361000006118,100,^ESCTSU688136,,Suspected alcohol abuse,415685003,2534340014,27,1,AUD diagnosis,not usable,1,not usable,not usable,
12618971000006113,20,^ESCT1261897,,Declined to provide information about alcohol use,1104551000000109,2764921000000119,17,1,not usable,not usable,,,not usable,
295253017,4000,E2502,E250200,"Nondependent alcohol abuse, episodic",191883007,295253017,32,1,AUD diagnosis,not usable,1,not usable,not usable,
497451000000119,30000,1T,1T...00,History of substance misuse,371422002,497451000000119,17,,not related to alcohol,not usable,1,not usable,not usable,
480271000000113,900,13ZY,13ZY.00,Disqualified from driving due to excess alcohol,279651000000104,480271000000113,17,1,Acute alcohol-related harm,not usable,1,not usable,not usable,
254306016,3000,2577-1,2577.11,O/E - alcoholic breath,163184002,254306016,27,1,not usable,Acute alcohol-related harm,1,not usable,not usable,
1738381000000119,3000,136c,136c.00,Higher risk drinking,777651000000101,1738381000000119,17,1,Alcohol status,not usable,1,not usable,not usable,
460277016,2000,ZV114,ZV11400,[V]Personal history of psychoactive substance abuse,371422002,1196720012,17,,not usable,not usable,,,not usable,
2527511000006114,100,^ESCTET252751,,"Ethanol measurement, breath",1820004,2765182018,20,,not usable,not usable,,,not usable,
362931000006115,10,U60H3,U60H300,[X]Alcohol deterrents caus adverse effects in therapeut use,292416003,432554017,5,1,Alcohol management/treatment,not usable,1,not usable,not usable,
3360071000006111,300,^ESCTAL336007,,Alcohol,53041004,88230018,31,1,not usable,not usable,,,not usable,
6221451000006112,20,^ESCTAL622145,,Alcohol-related fit,361267005,478018013,31,1,Acute alcohol-related harm,Chronic alcohol-related harm physical,1,not usable,not usable,
6260461000006110,80,^ESCTFR626046,,Frequency of drinking,364657008,487822014,31,1,not usable,Alcohol management/treatment,1,not usable,not usable,
315575012,60,PK83,PK83.00,Fetus and newborn affected by maternal use of alcohol,205791004,315575012,32,1,not related to alcohol,Chronic alcohol-related harm physical,1,not usable,not usable,
328759011,20,T90y,T90y.00,Accidental poisoning by other alcohols,269765000,404332015,32,1,not usable,not usable,,,not usable,
265094011,70000,67A5,67A5.00,Pregnancy alcohol education,171057006,2575655011,17,1,not usable,Alcohol management/treatment,1,not usable,not usable,
236441000000113,100000,9k1,9k1..00,Alcohol misuse enhanced services administration,166251000000100,1153251000000119,37,1,Alcohol management/treatment,AUD-related,1,not usable,not usable,
380071000006118,,U807,U807.00,[x]eviden of alcoh involv blood alcoh level 200-239mg/100ml,442669008,,,,not usable,Other screening tool or questionnaire,1,not usable,not usable,
1127841000000113,2000,4I91-1,4I91.11,Breath alcohol level,1820004,1127841000000113,20,1,not usable,AUD diagnosis,1,not usable,not usable,
380051000006111,,U805,U805.00,[x]eviden of alcoh involv blood alcoh level 100-119mg/100ml,442669008,,,,not usable,Acute alcohol-related harm,1,not usable,not usable,
464381000006118,30,TJH3,TJH3.00,Alcohol metabolism modifier adverse reaction,292416003,432554017,5,1,not usable,not usable,,,not usable,
398671000006111,20,Eu150,Eu15000,"[X]Mental and behavioural disorders due to use of other stimulants, including caffeine: acute intoxication",943111000000105,2412851000000117,32,1,not related to alcohol,Chronic alcohol-related harm- mental,1,not usable,not usable,
328754018,20,T9031,T903100,Accidental poisoning by isopropanol,216645001,2837514013,32,,not usable,not usable,,,not usable,
328746015,70,T9020,T902000,Accidental poisoning by methanol,216640006,328746015,32,,not usable,not usable,,,not usable,
419221000033114,10,DRGC4446EMIS,,Ethanol,419442005,419221000033114,31,,not usable,not usable,,,not usable,
2950191000006118,10,^ESCTSM295019,,Smell of alcohol on breath,28045007,483736014,31,1,not usable,not usable,,,not usable,
380101000006111,,U802,U802.00,[x]eviden of alcohl involv blood alcohl level 40-59mg/100ml,441685000,,,,not usable,Acute alcohol-related harm,1,not usable,not usable,
4977871000006118,1000,^ESCTFI497787,,Finding relating to alcohol drinking behaviour,228273003,1206283014,27,1,not usable,AUD diagnosis,1,not usable,not usable,
6289331000006118,20,^ESCTDR628933,,Drink intake - finding,366357001,489876017,27,1,not usable,not usable,,,not usable,
5755181000006117,10,^ESCTDR575518,,Drinking practice,290051006,430031012,31,1,not usable,not usable,,,not usable,
1680101000006117,20000,9k19,9k19.00,Alcohol assesment declined - enhanced services admin,361731000000101,681741000000116,37,1,not usable,Alcohol status,1,not usable,not usable,
422521000006113,200,SyuFc,SyuFc00,Poisoning by drug AND/OR medicinal substance,7895008,14056017,32,,not usable,not usable,,,not usable,
16761000006114,300,SM2,SM2..00,Other solvents causing toxic effect,75478009,125363016,32,,not usable,not usable,,,not usable,
461176011,300,ZV70L,ZV70L00,[V]Blood-alcohol and blood-drug test,399061000000105,1003041000000113,32,1,not usable,Other screening tool or questionnaire,1,not usable,not usable,
418923013,1000,13L3-3,13L3.13,Husband alcoholic,281026004,418923013,7,1,not usable,not usable,,,not usable,
5827361000006119,60,^ESCTAL582736,,Alcohol deterrent overdose,296295001,436692012,31,1,not usable,not usable,,,not usable,
970391000006118,2000,EMISNQND25,,Substance misuse of Alcohol,970391000006102,970391000006118,17,1,AUD diagnosis,not usable,1,not usable,not usable,
6354581000006114,400,^ESCTHI635458,,History of alcohol abuse,371434005,1210092019,27,1,AUD diagnosis,Alcohol status,1,not usable,not usable,
24192017,3000,G851,G851.00,Oesophageal varices without bleeding,14223005,24192017,32,1,not usable,not usable,,,not usable,
2740831000000114,90,^ESCT1172280,,Harmful use of alcohol,1094151000000108,2740831000000114,31,1,AUD diagnosis,AUD diagnosis,,,not usable,
346930019,400,E250-3,E250.13,Inebriety NOS,25702006,43081018,32,,not usable,not usable,,,not usable,
380041000006114,,U808,U808.00,[x]eviden alcoh involv blood alcoh level 240mg/100ml or more,442669008,,,,not usable,Other screening tool or questionnaire,1,not usable,not usable,
855071000006115,10000,EGTONGR6,,Grade A none drinker or rare,855071000006104,855071000006115,17,1,not usable,Alcohol status,1,not usable,not usable,
5742041000006117,20,^ESCTFI574204,,Finding of drinking pattern,289151002,428963010,31,1,not usable,not usable,,,not usable,
4978071000006114,100,^ESCTDR497807,,Drinking habits,228282009,342329015,31,1,not usable,Alcohol status,1,not usable,not usable,
324467012,80,SM00z,SM00z00,Ethyl alcohol causing toxic effect NOS,82782008,137325017,32,1,not usable,not usable,,,not usable,
391771000006112,6,U2082,U208200,[X]Int self poison oth/uns drug/med school/pub admin area,271982007,407014015,32,,code used less than 10 times,,,,code used less than 10 times,
375231000006111,2,U1775,U177500,[X]Contct wth hot engin machinry+tool occ trade/servce area,418611001,2576850010,32,,code used less than 10 times,,,,code used less than 10 times,
12717541000006115,1,^ESCT1271754,,[V]Blood-alcohol and blood-drug test,399061000000105,908451000000115,32,1,code used less than 10 times,,,,code used less than 10 times,
4978851000006112,1,^ESCTTO497885,,Tolerance to alcohol,228349009,342403019,31,1,code used less than 10 times,,,,code used less than 10 times,
372381000006110,1,U174z,U174z00,[X]Contact with hot air and gases occurrn unspecified place,418611001,2576850010,32,,code used less than 10 times,,,,code used less than 10 times,
1976111000006110,3,EMISICD10|F1075,,"Mental & behav dis due to use alcohol: resid & late-onset psychot dis, late-onset psychotic disorder",1976111000006106,1976111000006110,32,1,code used less than 10 times,,,,code used less than 10 times,
372041000006118,1,U17y1,U17y100,[X]Contact oth+unspecif heat+hot substnc occ resid instit'n,418611001,2576850010,32,,code used less than 10 times,,,,code used less than 10 times,
1972781000006118,1,EMISICD10|F1331,,"Mental and behav dis due seds/hypntcs: withdrawal state, with convulsions",1972781000006102,1972781000006118,32,1,code used less than 10 times,,,,code used less than 10 times,
4544871000006116,3,^ESCTNO454487,,No fluid intake,161845002,252214014,27,,code used less than 10 times,,,,code used less than 10 times,
1975181000006111,2,EMISICD10|F1051,,"Mental & behav dis due to use alcohol: psychotic disorder, predominantly delusional",1975181000006107,1975181000006111,32,1,code used less than 10 times,,,,code used less than 10 times,
397171000006115,3,Eu134,Eu13400,[X]Men & beh dis due seds/hypns: withdrwl state wth delirium,91388009,151411015,32,,code used less than 10 times,,,,code used less than 10 times,
